--------------------------------------
     INPUT SECTION
--------------------------------------
File selected:  crf_5_5.out
Number of states selected:  200
Selected states selected:  [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200]
 
------------------------
 RAS-CI RESULTS
------------------------
g-factor (x y z dimensions):
-35.664 -35.664 -0.124

------------------------
 EXCITED STATES ANALYSIS
------------------------
Configurations cut-off: 0.5
state config  sym  hole  part    unpairedorb amplitude      e    socc     lk   s2
     3 -271.062 -112.084 -0.0
     4   -0.000   -0.000  0.0
     5    0.000   -0.000 -0.0
     6    0.000    0.000 -0.0
     7    1.044    3.636  0.0
     8    3.636   -1.044  0.0
     9   -0.000   -0.000  0.0
    10   -0.000    0.000 -0.0
    11    0.000    0.000  0.0
    12    0.000    0.000 -0.0
    13   -0.096    0.128  0.0
    14    0.128    0.096 -0.0
    15   -0.000   -0.000 -0.0
    16   -0.000    0.000  0.0
    17    0.958   -0.404 -0.0
    18   -0.404   -0.958  0.0
    19    0.000   -0.000 -0.0
    20    0.000    0.000 -0.0
    21    0.000    0.000  0.0
    22   -0.000    0.000 -0.0
    23   -0.000   -0.000 -0.0
    24   -0.004   -0.108  0.0
    25    0.108   -0.004  0.0
    26   -0.000    0.000  0.0
    27    0.000    0.000 -0.0
    28   -0.000   -0.000 -0.0
    29   -0.462   -0.600  0.0
    30    0.600   -0.462 -0.0
    31   -0.000   -0.000 -0.0
    32    0.000   -0.000  0.0
    33    0.000   -0.000 -0.0
    34   -0.000   -0.000  0.0
    35   -0.000    0.000  0.0
    36   -0.455   -0.327  0.0
    37   -0.327    0.455  0.0
    38   -0.000   -0.000 -0.0
    39   -0.000   -0.000  0.0
    40   -0.000    0.000 -0.0
    41   -0.016    0.024  0.0
    42    0.024    0.016 -0.0
    43   -0.000   -0.000  0.0
    44    0.000    0.000 -0.0
    45   -0.147   -0.060  0.0
    46    0.060   -0.147 -0.0
    47    0.000    0.000  0.0
    48    0.000   -0.000  0.0
    49   -0.000    0.000 -0.0
    50    0.000    0.000  0.0
    51   -0.000    0.000 -0.0
    52   -0.000   -0.000 -0.0
    53    0.063    0.080 -0.0
    54   -0.080    0.063  0.0
    55   -0.349    0.954  0.0
    56    0.954    0.349 -0.0
    57    0.000   -0.000 -0.0
    58   -0.000    0.000  0.0
    59    0.000   -0.000 -0.0
    60   -0.000    0.000 -0.0
    61   -0.000   -0.000  0.0
    62    0.000    0.000 -0.0
    63    0.000   -0.000 -0.0
    64   -0.090   -0.038  0.0
    65    0.038   -0.090 -0.0
    66    0.000    0.000  0.0
    67    0.000    0.000  0.0
    68   -0.000    0.000 -0.0
    69   -0.010    0.013  0.0
    70    0.013    0.010 -0.0
    71    0.000    0.000 -0.0
    72   -0.000    0.000 -0.0
    73    0.000    0.000  0.0
    74   -0.000    0.000 -0.0
    75    0.000   -0.000  0.0
    76   -0.000   -0.000 -0.0
    77   -0.000   -0.000 -0.0
    78    0.107   -0.005 -0.0
    79    0.005    0.107  0.0
    80    0.073    0.043 -0.0
    81    0.043   -0.073 -0.0
    82   -0.000   -0.000  0.0
    83    0.000   -0.000 -0.0
    84    0.000   -0.000  0.0
    85    0.000    0.000  0.0
    86    0.000   -0.000 -0.0
    87   -0.000    0.000 -0.0
    88   -0.000   -0.000 -0.0
    89    0.199    0.254  0.0
