--------------------------------------
     INPUT SECTION
--------------------------------------
File selected:  mnf_6_6.out
Number of states selected:  200
Selected states selected:  [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200]
 
------------------------
 RAS-CI RESULTS
------------------------
g-factor (x y z dimensions):
-0.818 -0.818 -0.001

------------------------
 EXCITED STATES ANALYSIS
------------------------
Configurations cut-off: 0.5
state config  sym  hole  part       unpairedorb amplitude      e    socc     lk   s2
   51      2 13B2  9.38 90.62 15,16,17,18,20,25      0.66 16.661 100.422  0.107 12.0
   52      1 14B2 90.82  9.18 14,15,16,17,18,19      0.71 16.676  84.476 -0.257 12.0
   52      2 14B2 90.82  9.18 14,15,16,18,19,20      0.63 16.676  84.476 -0.257 12.0
   53      1 14B1 90.82  9.18 13,15,16,17,18,19      0.71 16.676  84.476  0.257 12.0
   53      2 14B1 90.82  9.18 13,15,16,18,19,20      0.63 16.676  84.476  0.257 12.0
   58      1 15B2  0.13 99.87 15,16,18,19,20,28      0.79 17.121 152.821  0.037 12.0
   58      2 15B2  0.13 99.87 15,16,17,18,19,28      0.58 17.121 152.821  0.037 12.0
   59      1 15B1  0.13 99.87 15,16,18,19,20,27      0.79 17.121 152.821  0.037 12.0
   59      2 15B1  0.13 99.87 15,16,17,18,19,27      0.58 17.121 152.821  0.037 12.0
   66      1 17B1  0.02 99.98 15,17,18,19,20,28      0.69 18.308  86.688 -0.066 12.0
   66      2 17B1  0.02 99.98 16,17,18,19,20,27      0.69 18.308  86.688 -0.066 12.0
   67      1 17B2  0.02 99.98 16,17,18,19,20,28      0.69 18.308  86.688  0.066 12.0
   67      2 17B2  0.02 99.98 15,17,18,19,20,27      0.69 18.308  86.688  0.066 12.0
   70      1 18B2  0.03 99.97 15,16,17,18,20,29      0.92 19.704  35.742  0.231 12.0
   71      1 18B1  0.03 99.97 15,16,17,19,20,29      0.92 19.704  35.742 -0.231 12.0
   77      1 19B1   0.0 100.0 15,16,17,18,19,35      0.72  26.24  44.726 -0.054 12.0
   77      2 19B1   0.0 100.0 15,16,18,19,20,35      0.48  26.24  44.726 -0.054 12.0
   77      3 19B1   0.0 100.0 15,16,17,18,19,31      0.41  26.24  44.726 -0.054 12.0
   78      1 19B2   0.0 100.0 15,16,17,18,19,36      0.72  26.24  44.726 -0.054 12.0
   78      2 19B2   0.0 100.0 15,16,18,19,20,36      0.48  26.24  44.726 -0.054 12.0
   78      3 19B2   0.0 100.0 15,16,17,18,19,32      0.41  26.24  44.726 -0.054 12.0
   79      1 20B1   0.0 100.0 15,16,17,18,19,31      0.69 27.701   2.504 -0.098 12.0
   79      2 20B1   0.0 100.0 15,16,18,19,20,31      0.52 27.701   2.504 -0.098 12.0
   79      3 20B1   0.0 100.0 15,16,17,18,19,35      0.42 27.701   2.504 -0.098 12.0
   80      1 20B2   0.0 100.0 15,16,17,18,19,32      0.69 27.701   2.504 -0.098 12.0
   80      2 20B2   0.0 100.0 15,16,18,19,20,32      0.52 27.701   2.504 -0.098 12.0
   80      3 20B2   0.0 100.0 15,16,17,18,19,36      0.42 27.701   2.504 -0.098 12.0
   82      1 21B1   0.0 100.0 15,16,18,19,20,35      0.76 30.714 345.071 -0.074 12.0
   82      2 21B1   0.0 100.0 15,16,17,18,19,35       0.5 30.714 345.071 -0.074 12.0
   83      1 21B2   0.0 100.0 15,16,18,19,20,36      0.76 30.714 345.071 -0.074 12.0
   83      2 21B2   0.0 100.0 15,16,17,18,19,36       0.5 30.714 345.071 -0.074 12.0
   92      1 22B1   0.0 100.0 15,16,17,19,20,34      0.66 31.326 250.191 -0.001 12.0
   92      2 22B1   0.0 100.0 15,16,17,18,20,33      0.66 31.326 250.191 -0.001 12.0
   93      1 24B2   0.0 100.0 15,16,17,19,20,33      0.66 31.326 250.191  0.001 12.0
   93      2 24B2   0.0 100.0 15,16,17,18,20,34      0.66 31.326 250.191  0.001 12.0
   98      1 25B2   0.0 100.0 15,16,17,18,20,30      0.83  32.06  99.187 -0.021 12.0
   99      1 23B1   0.0 100.0 15,16,17,19,20,30      0.83  32.06  99.187  0.021 12.0
  102      1 24B1   0.0 100.0 15,17,18,19,20,36      0.64 32.193 122.668  -0.04 12.0
  102      2 24B1   0.0 100.0 16,17,18,19,20,35      0.64 32.193 122.668  -0.04 12.0
  103      1 28B2   0.0 100.0 16,17,18,19,20,36      0.64 32.193 122.668   0.04 12.0
  103      2 28B2   0.0 100.0 15,17,18,19,20,35      0.64 32.193 122.668   0.04 12.0
  107      1 25B1   0.0 100.0 15,16,18,19,20,31      0.77  34.62  24.933 -0.071 12.0
  107      2 25B1   0.0 100.0 15,16,17,18,19,31      0.57  34.62  24.933 -0.071 12.0
  108      1 29B2   0.0 100.0 15,16,18,19,20,32      0.77  34.62  24.933 -0.071 12.0
  108      2 29B2   0.0 100.0 15,16,17,18,19,32      0.57  34.62  24.933 -0.071 12.0
  114      1 30B2   0.0 100.0 15,16,17,18,20,37      0.88 35.519 197.973   0.14 12.0
  114      2 30B2   0.0 100.0 15,16,17,18,20,30      0.45 35.519 197.973   0.14 12.0
  115      1 26B1   0.0 100.0 15,16,17,19,20,37      0.88 35.519 197.973  -0.14 12.0
  115      2 26B1   0.0 100.0 15,16,17,19,20,30      0.45 35.519 197.973  -0.14 12.0
  118      1 27B1   0.0 100.0 15,17,18,19,20,32      0.67 35.943   8.612  0.059 12.0
  118      2 27B1   0.0 100.0 16,17,18,19,20,31      0.67 35.943   8.612  0.059 12.0
  119      1 33B2   0.0 100.0 16,17,18,19,20,32      0.67 35.943   8.612 -0.059 12.0
  119      2 33B2   0.0 100.0 15,17,18,19,20,31      0.67 35.943   8.612 -0.059 12.0
  126      1 34B2 99.99  0.01 11,15,16,17,18,20       1.0 40.789   4.346 -0.044 12.0
  127      1 28B1 99.99  0.01 11,15,16,17,19,20       1.0 40.789   4.346 -0.044 12.0
  130      1 35B2   0.0 100.0 15,16,17,18,20,38      0.96 43.119  51.742  0.093 12.0
  131      1 29B1   0.0 100.0 15,16,17,19,20,38      0.96 43.119  51.742 -0.093 12.0
  135      1 30B1   0.0 100.0 15,16,17,18,19,40      0.93 45.789 577.728 -0.215 12.0
  136      1 36B2   0.0 100.0 15,16,17,18,19,41      0.93 45.789 577.728  0.215 12.0
  137      1 31B1   0.0 100.0 15,16,18,19,20,40      0.85 47.134   28.69 -0.036 12.0
  138      1 37B2   0.0 100.0 15,16,18,19,20,41      0.85 47.134   28.69  0.036 12.0
  145      1 40B2  0.01 99.99 15,16,17,18,20,39      0.86 47.913 200.784  0.165 12.0
  146      1 32B1  0.01 99.99 15,16,17,19,20,39      0.86 47.913 200.784 -0.165 12.0
  148      1 33B1   0.0 100.0 16,17,18,19,20,40      0.62 48.419 112.515  0.249 12.0
  148      2 33B1   0.0 100.0 15,17,18,19,20,41      0.62 48.419 112.515  0.249 12.0
  148      3 33B1   0.0 100.0 15,16,18,19,20,40      0.34 48.419 112.515  0.249 12.0
  149      1 41B2   0.0 100.0 15,17,18,19,20,40      0.62 48.419 112.515  0.249 12.0
  149      2 41B2   0.0 100.0 16,17,18,19,20,41      0.62 48.419 112.515  0.249 12.0
  149      3 41B2   0.0 100.0 15,16,18,19,20,41      0.34 48.419 112.515  0.249 12.0
  156      1 42B2   0.0 100.0 15,16,17,18,20,46      0.97 66.975  15.116 -0.179 12.0
  157      1 34B1   0.0 100.0 15,16,17,19,20,46      0.97 66.975  15.116  0.179 12.0
  160      1 35B1   0.0 100.0 15,16,17,18,19,44      0.81 68.312  51.185   0.32 12.0
  160      2 35B1   0.0 100.0 15,16,18,19,20,44      0.58 68.312  51.185   0.32 12.0
  161      1 43B2   0.0 100.0 15,16,17,18,19,45      0.81 68.312  51.185   0.32 12.0
  161      2 43B2   0.0 100.0 15,16,18,19,20,45      0.58 68.312  51.185   0.32 12.0
  166      1 36B1   0.0 100.0 15,16,17,19,20,42      0.71 73.704  23.848 -0.438 12.0
  166      2 36B1   0.0 100.0 15,16,17,18,20,43      0.71 73.704  23.848 -0.438 12.0
  167      1 46B2   0.0 100.0 15,16,17,19,20,43      0.71 73.704  23.848 -0.438 12.0
  167      2 46B2   0.0 100.0 15,16,17,18,20,42      0.71 73.704  23.848 -0.438 12.0
  168      1 37B1   0.0 100.0 15,16,18,19,20,44      0.81 73.958  72.303  0.573 12.0
  168      2 37B1   0.0 100.0 15,16,17,18,19,44      0.58 73.958  72.303  0.573 12.0
  169      1 47B2   0.0 100.0 15,16,18,19,20,45      0.81 73.958  72.303  0.573 12.0
  169      2 47B2   0.0 100.0 15,16,17,18,19,45      0.58 73.958  72.303  0.573 12.0
  180      1 38B1   0.0 100.0 15,17,18,19,20,45       0.7 75.462   40.81 -0.113 12.0
  180      2 38B1   0.0 100.0 16,17,18,19,20,44       0.7 75.462   40.81 -0.113 12.0
  181      1 50B2   0.0 100.0 16,17,18,19,20,45       0.7 75.462   40.81  0.113 12.0
  181      2 50B2   0.0 100.0 15,17,18,19,20,44       0.7 75.462   40.81  0.113 12.0
  184      1 51B2   0.0 100.0 15,16,17,18,20,47      0.95 79.631 246.515  0.414 12.0
  185      1 39B1   0.0 100.0 15,16,17,19,20,47      0.95 79.631 246.515 -0.414 12.0
  188      1 40B1   0.0 100.0 15,16,17,18,19,51      0.75 93.472 812.726 -0.127 12.0
  188      2 40B1   0.0 100.0 15,16,18,19,20,51      0.54 93.472 812.726 -0.127 12.0
  189      1 52B2   0.0 100.0 15,16,17,18,19,52      0.75 93.472 812.726 -0.127 12.0
  189      2 52B2   0.0 100.0 15,16,18,19,20,52      0.54 93.472 812.726 -0.127 12.0
  197      1 41B1   0.0 100.0 15,16,17,19,20,50      0.68 94.468 472.163  0.013 12.0
  197      2 41B1   0.0 100.0 15,16,17,18,20,49      0.68 94.468 472.163  0.013 12.0
  198      1 55B2   0.0 100.0 15,16,17,19,20,49      0.68 94.468 472.163 -0.013 12.0
  198      2 55B2   0.0 100.0 15,16,17,18,20,50      0.68 94.468 472.163 -0.013 12.0

States multiplicity: 
- 0 Singlet states:  []
- 0 Doublet states:  []
- 0 Triplet states:  []
- 0 Quartet states:  []
- 0 Quintet states:  []
 
------------------------
 IMPROVED ACTIVE SPACE 
------------------------
Initial active space (HOMO = 20 ): [ 6 , 6 ] ; [15, 16, 17, 18, 19, 20]
Final active space (HOMO = 20 ): [ 14 , 41 ] ; [11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52]
 
--------------------------------
 SUM-OVER-STATE ANALYSIS
--------------------------------
 state    gxx    gyy  gzz
     1  0.000  0.000  0.0
     2  0.001  8.983  0.0
     3  8.983 -0.001 -0.0
     4 -0.000 -0.000  0.0
     5 -0.000  0.000 -0.0
     6  0.000  0.000 -0.0
     7  0.000 -0.000 -0.0
     8  0.141  0.000  0.0
     9 -0.000  0.141 -0.0
    10 -0.000 -0.143 -0.0
    11 -0.143  0.000  0.0
    12  0.000 -0.000  0.0
    13  0.000  0.000  0.0
    14  0.000  0.000  0.0
    15  0.000 -0.007 -0.0
